earthquake_id,title,magnitude,depth,latitude,longitude,Year,date_time,cdi,mmi,tsunami,sig,dmin,gap,nst,magType
353,"M 6.6 - 22 km ESE of Punta de Burica, Panama",6.6,20.00,7.9401,-82.6865,2014,12/8/2014 8:54,7,6,1,709,2.485,43,0,mww
354,"M 6.6 - 115 km W of Panguna, Papua New Guinea",6.6,23.00,-6.5108,154.46,2014,12/7/2014 1:22,1,5,1,670,3.246,12,0,mww
355,"M 6.6 - 106 km WSW of Sangay, Philippines",6.6,614.00,6.1572,123.126,2014,12/2/2014 5:11,1,3,0,670,2.6,9,0,mww
356,"M 6.8 - 157 km NW of Ternate, Indonesia",6.8,39.00,1.9604,126.575,2014,11/26/2014 14:33,6,5,1,713,1.421,19,0,mww
357,"M 6.5 - 123 km WNW of Tobelo, Indonesia",6.5,35.00,2.2999,127.056,2014,11/21/2014 10:10,5,5,1,652,1.549,9,0,mww
358,"M 6.7 - 183 km NE of Gisborne, New Zealand",6.7,22.00,-37.6478,179.662,2014,11/16/2014 22:33,7,4,1,698,1.079,25,0,mww
359,"M 7.1 - 155 km NW of Ternate, Indonesia",7.1,45.00,1.8929,126.522,2014,11/15/2014 2:31,4,6,1,779,1.397,18,0,mww
360,"M 6.6 - 76 km NE of Finschhafen, Papua New Guinea",6.6,53.19,-5.9873,148.232,2014,11/7/2014 3:33,2,6,1,671,3.557,13,0,mww
361,M 7.1 - Fiji region,7.1,434.00,-19.6903,-177.759,2014,11/1/2014 18:57,3,6,1,776,4.415,13,0,mww
362,"M 7.3 - 74 km S of Intipucá, El Salvador",7.3,40.00,12.5262,-88.1225,2014,10/14/2014 3:51,8,6,1,982,1.078,18,0,mww
363,"M 6.7 - 43 km NW of Piti Village, Guam",6.7,130.00,13.7641,144.429,2014,9/17/2014 6:14,5,5,1,724,0.46,11,0,mww
364,"M 6.8 - 38 km NW of Aniso, Peru",6.8,101.00,-14.598,-73.5714,2014,8/24/2014 23:21,6,6,1,741,4.107,18,0,mww
365,M 6.9 - Federated States of Micronesia region,6.9,13.00,0.8295,146.169,2014,8/3/2014 0:22,0,4,1,732,6.393,12,0,mww
366,M 6.9 - Fiji region,6.9,615.42,-19.8015,-178.4,2014,7/21/2014 14:54,0,6,1,732,3.934,15,0,mww
367,"M 6.5 - 139 km ESE of Namie, Japan",6.5,20.00,37.0052,142.452,2014,7/11/2014 19:22,5,4,1,706,2.421,9,0,mww
368,"M 6.9 - 4 km W of Puerto Madero, Mexico",6.9,53.00,14.724,-92.4614,2014,7/7/2014 11:23,8,7,1,1079,0.263,51,0,mww
369,"M 6.5 - 217 km SSE of Kokopo, Papua New Guinea",6.5,20.00,-6.2304,152.807,2014,7/4/2014 15:00,0,4,1,650,2.124,15,0,mww
370,"M 6.7 - 201 km SSE of Mata-Utu, Wallis and Futuna",6.7,18.00,-14.9831,-175.51,2014,6/29/2014 17:15,0,5,1,691,6.713,45,0,mww
371,M 6.9 - South Sandwich Islands region,6.9,8.00,-55.4703,-28.3669,2014,6/29/2014 7:52,0,5,1,732,4.838,25,0,mww
372,"M 7.9 - Rat Islands, Aleutian Islands, Alaska",7.9,109.00,51.8486,178.735,2014,6/23/2014 20:53,6,8,1,963,0.133,22,0,mww
373,"M 6.7 - Kermadec Islands, New Zealand",6.7,26.59,-29.9414,-177.607,2014,6/23/2014 20:06,0,5,0,691,0.748,43,0,mwc
374,"M 6.5 - Kermadec Islands, New Zealand",6.5,10.00,-29.9379,-177.516,2014,6/23/2014 19:21,0,5,0,650,0.778,30,0,mwc
375,"M 6.9 - Kermadec Islands, New Zealand",6.9,20.00,-29.9772,-177.725,2014,6/23/2014 19:19,0,5,1,732,0.751,35,0,mww
376,"M 6.9 - 21 km SSW of Kamariótissa, Greece",6.9,6.43,40.2893,25.3889,2014,5/24/2014 9:25,9,7,0,951,0.402,25,0,mww
377,"M 6.5 - 110 km SE of Punta de Burica, Panama",6.5,10.00,7.2096,-82.3045,2014,5/13/2014 6:35,7,5,1,694,3.121,33,0,mww
378,"M 6.6 - 239 km SSE of Isangel, Vanuatu",6.6,106.00,-21.4542,170.355,2014,5/1/2014 6:36,0,5,1,670,3.34,10,0,mww
379,"M 6.5 - 107 km WSW of Vernon, Canada",6.5,10.00,49.6388,-127.732,2014,4/24/2014 3:10,4,6,1,838,0,0,0,mww
380,"M 7.5 - 70 km SW of Panguna, Papua New Guinea",7.5,43.37,-6.7547,155.024,2014,4/19/2014 13:28,0,6,1,865,3.82,16,0,mww
381,"M 6.6 - 57 km SW of Panguna, Papua New Guinea",6.6,29.00,-6.6558,155.087,2014,4/19/2014 1:04,0,6,1,670,3.803,11,0,mww
382,"M 7.2 - 9 km ENE of Coyuquilla Norte, Mexico",7.2,24.00,17.397,-100.972,2014,4/18/2014 14:27,8,7,1,1017,2.25,46,0,mww
383,"M 6.6 - 75 km S of Kirakira, Solomon Islands",6.6,10.00,-11.1284,162.052,2014,4/13/2014 13:24,0,6,0,670,2.666,22,0,mww
384,"M 7.4 - 112 km S of Kirakira, Solomon Islands",7.4,39.00,-11.4633,162.051,2014,4/13/2014 12:36,0,6,1,842,2.885,17,0,mww
385,"M 7.6 - 93 km SSE of Kirakira, Solomon Islands",7.6,22.56,-11.2701,162.148,2014,4/12/2014 20:14,0,7,1,889,2.828,13,0,mww
386,"M 6.6 - 15 km N of Belén, Nicaragua",6.6,135.00,11.642,-85.8779,2014,4/11/2014 20:29,6,5,1,677,0.761,20,0,mww
387,"M 6.5 - 78 km SW of Panguna, Papua New Guinea",6.5,20.00,-6.7878,154.95,2014,4/11/2014 8:16,0,6,1,650,3.787,16,0,mww
388,"M 7.1 - 56 km WSW of Panguna, Papua New Guinea",7.1,60.53,-6.5858,155.048,2014,4/11/2014 7:07,0,7,1,776,3.729,21,0,mww
389,"M 7.7 - 53 km SW of Iquique, Chile",7.7,22.40,-20.5709,-70.4931,2014,4/3/2014 2:43,8,9,1,1057,1.029,44,0,mww
390,"M 6.5 - 45 km WSW of Iquique, Chile",6.5,24.07,-20.3113,-70.5756,2014,4/3/2014 1:58,7,7,0,670,0.828,82,0,mww
391,"M 6.9 - 90 km WNW of Iquique, Chile",6.9,28.42,-19.8927,-70.9455,2014,4/1/2014 23:57,0,5,0,732,0.828,119,0,mww
392,"M 8.2 - 93 km NW of Iquique, Chile",8.2,25.00,-19.6097,-70.7691,2014,4/1/2014 23:46,9,8,1,1332,0.609,23,0,mww
393,"M 6.7 - 63 km WNW of Iquique, Chile",6.7,20.00,-19.9807,-70.7022,2014,3/16/2014 21:16,7,7,1,718,1.008,44,0,mww
394,"M 6.8 - 77 km WNW of Indianola, California",6.8,16.44,40.8287,-125.134,2014,3/10/2014 5:18,5,5,1,1211,0.6568,229,112,mw
395,"M 6.5 - 109 km NW of Nago, Japan",6.5,119.00,27.4312,127.367,2014,3/2/2014 20:11,4,5,1,668,1.001,17,0,mww
396,"M 6.5 - 171 km NNE of Greenland, Barbados",6.5,14.83,14.6682,-58.9272,2014,2/18/2014 9:27,5,4,1,681,1.635,30,0,mww
397,"M 6.9 - 272 km ESE of Hotan, China",6.9,10.00,35.9053,82.5864,2014,2/12/2014 9:19,3,8,0,733,7.496,18,0,mww
398,"M 6.5 - 32 km E of Port-Olry, Vanuatu",6.5,122.00,-15.0691,167.372,2014,2/7/2014 8:40,0,5,1,650,0.409,20,0,mww
399,M 6.5 - south of the Kermadec Islands,6.5,44.26,-32.9076,-177.881,2014,2/2/2014 9:26,0,3,1,650,3.651,22,0,mww
400,"M 6.5 - 32 km W of Sola, Vanuatu",6.5,187.00,-13.8633,167.249,2014,1/1/2014 16:03,0,4,1,650,3.997,14,0,mww
401,M 6.5 - Fiji region,6.5,371.00,-17.1171,-176.545,2013,11/23/2013 7:48,3,4,0,651,5.194,22,0,mww
402,M 7.7 - Scotia Sea,7.7,10.00,-60.2738,-46.4011,2013,11/17/2013 9:04,1,8,1,912,8.05,23,0,mww
403,M 6.9 - Scotia Sea,6.9,9.97,-60.2627,-47.0621,2013,11/16/2013 3:34,0,5,1,732,8.284,17,0,mww
404,"M 6.6 - 41 km SSW of Coquimbo, Chile",6.6,27.00,-30.2921,-71.5215,2013,10/31/2013 23:03,6,7,1,723,0.636,31,0,mww
405,"M 7.1 - off the east coast of Honshu, Japan",7.1,35.00,37.1557,144.661,2013,10/25/2013 17:10,6,4,1,872,3.968,10,0,mww
406,"M 6.6 - 98 km SW of Etchoropo, Mexico",6.6,9.45,26.0913,-110.321,2013,10/19/2013 17:54,8,5,1,692,1.98,44,0,mww
407,"M 6.8 - 62 km WSW of Panguna, Papua New Guinea",6.8,35.00,-6.4456,154.931,2013,10/16/2013 10:30,0,6,1,711,5.79,9,0,mww
408,"M 7.1 - 4 km SE of Sagbayan, Philippines",7.1,19.04,9.8796,124.117,2013,10/15/2013 0:12,9,8,1,1092,3.144,12,0,mww
409,"M 6.6 - 36 km W of Kíssamos, Greece",6.6,40.00,35.5142,23.2523,2013,10/12/2013 13:11,5,6,0,691,1.984,40,0,mww
410,M 6.7 - Sea of Okhotsk,6.7,573.00,53.1995,152.786,2013,10/1/2013 3:38,0,3,0,691,2.958,11,0,mww
411,"M 6.5 - Kermadec Islands, New Zealand",6.5,41.54,-30.9255,-178.323,2013,9/30/2013 5:55,0,4,1,650,1.709,21,0,mww
412,"M 6.8 - 129 km WSW of Khuzdar, Pakistan",6.8,12.00,27.1825,65.5052,2013,9/28/2013 7:34,7,7,0,1005,7.359,17,0,mww
413,"M 7.1 - 16 km WSW of Atiquipa, Peru",7.1,40.00,-15.8385,-74.5112,2013,9/25/2013 16:42,8,7,1,843,4.446,17,0,mww
414,"M 7.7 - 113 km NW of Bela, Pakistan",7.7,15.00,26.951,65.5009,2013,9/24/2013 11:29,5,8,0,2015,7.241,17,0,mww
415,"M 6.5 - 81 km SSW of Atka, Alaska",6.5,20.00,51.5573,-174.767,2013,9/4/2013 2:32,0,6,1,650,0.735,24,0,mww
416,"M 6.5 - Izu Islands, Japan region",6.5,402.00,29.9377,138.833,2013,9/4/2013 0:18,5,3,0,739,3.276,26,0,mww
417,"M 6.5 - 180 km NE of Lospalos, Timor Leste",6.5,112.00,-7.44,128.221,2013,9/1/2013 11:52,4,5,0,668,3.097,11,0,mww
418,"M 7.0 - 101 km SW of Atka, Alaska",7.0,29.00,51.537,-175.23,2013,8/30/2013 16:25,5,6,0,758,0.624,53,0,mww
419,"M 6.5 - 29 km SE of Blenheim, New Zealand",6.5,8.20,-41.734,174.152,2013,8/16/2013 2:31,9,7,1,690,0,0,0,mww
420,"M 6.7 - 101 km WSW of Bahía Solano, Colombia",6.7,12.00,5.7732,-78.1999,2013,8/13/2013 15:43,4,5,1,715,3.741,22,0,mww
421,"M 6.5 - 38 km ESE of Blenheim, New Zealand",6.5,17.00,-41.704,174.337,2013,7/21/2013 5:09,6,7,1,693,0,20,229,mww
422,M 7.3 - South Sandwich Islands region,7.3,11.00,-60.857,-25.07,2013,7/15/2013 14:03,0,6,1,820,0,43,398,mww
423,"M 6.6 - 26 km NE of Kandrian, Papua New Guinea",6.6,56.00,-6.029,149.706,2013,7/7/2013 20:30,4,6,0,674,0,14,139,mww
424,"M 7.3 - 190 km ENE of Kokopo, Papua New Guinea",7.3,385.50,-3.917,153.927,2013,7/7/2013 18:35,0,4,1,820,0,24,117,mww
425,M 6.6 - northern Mid-Atlantic Ridge,6.6,10.00,10.701,-42.594,2013,6/24/2013 22:04,0,7,1,670,0,16,111,mww
426,"M 6.5 - 44 km W of Masachapa, Nicaragua",6.5,30.00,11.763,-86.926,2013,6/15/2013 17:34,5,6,1,679,0,27,698,mww
427,"M 6.7 - south of Java, Indonesia",6.7,9.00,-10.004,107.236,2013,6/13/2013 16:47,5,4,0,710,0,24,515,mww
428,M 6.7 - Sea of Okhotsk,6.7,624.00,52.235,151.444,2013,5/24/2013 14:56,0,3,1,691,0,25.2,217,mwb
429,M 8.3 - Sea of Okhotsk,8.3,598.10,54.892,153.221,2013,5/24/2013 5:44,5,5,1,1115,0,10,385,mww
430,"M 7.4 - 292 km SW of Vaini, Tonga",7.4,173.70,-23.009,-177.232,2013,5/23/2013 17:19,0,6,1,842,0,16,626,mww
431,"M 6.8 - Pagan region, Northern Mariana Islands",6.8,602.20,18.728,145.288,2013,5/14/2013 0:32,0,3,0,711,0,18,131,mww
432,"M 6.5 - 33 km N of Rabaul, Papua New Guinea",6.5,10.00,-3.898,152.127,2013,4/23/2013 23:14,0,6,1,650,0,16.6,264,mww
433,"M 6.6 - 56 km WSW of Linqiong, China",6.6,14.00,30.308,102.888,2013,4/20/2013 0:02,8,8,0,2083,0,12.6,548,mww
434,"M 7.2 - 252 km ENE of Kurilsk, Russia",7.2,110.00,46.221,150.788,2013,4/19/2013 3:05,5,7,1,804,0,10.1,770,mww
435,"M 6.6 - 23 km ESE of Aitape, Papua New Guinea",6.6,13.00,-3.214,142.542,2013,4/16/2013 22:55,7,7,1,672,0,11,445,mww
436,"M 7.7 - 79 km ESE of Kh?sh, Iran",7.7,80.00,28.033,61.996,2013,4/16/2013 10:44,8,8,0,1421,0,26.6,506,mww
437,"M 6.6 - 98 km W of Panguna, Papua New Guinea",6.6,31.00,-6.475,154.607,2013,4/14/2013 1:32,0,5,1,670,0,11.5,491,mww
438,"M 7.0 - 260 km WSW of Abepura, Indonesia",7.0,66.00,-3.517,138.476,2013,4/6/2013 4:42,3,7,1,755,0,11.4,640,mww
439,"M 6.5 - 36 km E of Finschhafen, Papua New Guinea",6.5,28.00,-6.598,148.174,2013,3/10/2013 22:51,0,6,1,650,0,14.2,317,mww
440,"M 6.5 - 87 km SE of Ozernovskiy, Russia",6.5,29.00,50.958,157.408,2013,3/1/2013 13:20,3,6,0,651,0,20.7,480,mww
441,"M 6.9 - 81 km SE of Ozernovskiy, Russia",6.9,41.00,50.954,157.283,2013,2/28/2013 14:05,5,6,1,736,0,20.7,531,mww
442,"M 6.6 - 183 km SW of Belaya Gora, Russia",6.6,11.00,67.631,142.508,2013,2/14/2013 13:13,0,7,1,670,0,15.3,697,mww
443,"M 6.6 - 30 km SSW of Lata, Solomon Islands",6.6,18.00,-10.994,165.741,2013,2/9/2013 21:02,0,6,1,670,0,16.6,421,mww
444,"M 6.9 - 2 km NNE of Yacuanquer, Colombia",6.9,145.00,1.135,-77.393,2013,2/9/2013 14:16,5,5,1,904,0,23.7,562,mww
445,"M 7.1 - 32 km SE of Lata, Solomon Islands",7.1,21.00,-10.928,166.018,2013,2/8/2013 15:26,9,6,1,780,0,16.5,334,mww
446,"M 6.8 - 22 km ESE of Lata, Solomon Islands",6.8,12.00,-10.838,165.969,2013,2/8/2013 11:12,0,7,1,711,0,17.5,400,mww
447,"M 6.7 - 33 km SSW of Lata, Solomon Islands",6.7,11.00,-10.997,165.655,2013,2/7/2013 18:59,0,6,1,691,0,26.5,387,mww
448,"M 7.0 - 33 km NW of Lata, Solomon Islands",7.0,8.80,-10.499,165.588,2013,2/6/2013 1:54,0,6,0,754,0,17.5,445,mww
449,"M 7.1 - 112 km WSW of Lata, Solomon Islands",7.1,10.00,-11.183,164.882,2013,2/6/2013 1:23,0,5,0,776,0,18.4,550,mww
450,"M 8.0 - 75 km W of Lata, Solomon Islands",8.0,24.00,-10.799,165.114,2013,2/6/2013 1:12,8,7,1,993,0,20.9,460,mww
451,"M 6.9 - 18 km SSW of Obihiro, Japan",6.9,107.00,42.77,143.092,2013,2/2/2013 14:17,6,7,0,814,0,28,686,mww
452,"M 6.8 - 54 km N of Vallenar, Chile",6.8,45.00,-28.094,-70.653,2013,1/30/2013 20:15,6,7,0,771,0,19.3,596,mww
453,"M 7.5 - 110 km SW of Edna Bay, Alaska",7.5,8.70,55.228,-134.859,2013,1/5/2013 8:58,6,6,0,1425,0,0,0,mw
454,"M 6.7 - 59 km SSW of Sola, Vanuatu",6.7,200.70,-14.344,167.286,2012,12/21/2012 22:28,0,4,0,691,0,13.7,521,mww
455,M 7.1 - Banda Sea,7.1,155.00,-6.533,129.825,2012,12/10/2012 16:53,5,5,0,843,0,8.7,517,mww
456,"M 7.3 - 234 km SE of ?funato, Japan",7.3,31.00,37.89,143.949,2012,12/7/2012 8:18,6,5,0,1014,0,14.8,918,mww
457,"M 6.5 - 32 km SW of Champerico, Guatemala",6.5,20.00,14.129,-92.164,2012,11/11/2012 22:14,4,5,0,708,0,57.3,598,mww
458,"M 6.8 - 51 km NNE of Shwebo, Myanmar",6.8,13.70,23.005,95.885,2012,11/11/2012 1:12,7,6,0,795,0,13.7,391,mww
459,"M 7.4 - 33 km S of Champerico, Guatemala",7.4,24.00,13.988,-91.895,2012,11/7/2012 16:35,8,7,0,1455,0,25.5,751,mww
460,"M 7.8 - 206 km SW of Prince Rupert, Canada",7.8,14.00,52.788,-132.101,2012,10/28/2012 3:04,8,7,0,1726,0,42.7,807,mww
461,M 6.5 - Costa Rica,6.5,17.00,10.086,-85.298,2012,10/24/2012 0:45,6,6,0,745,0,34.4,691,mww
462,"M 6.6 - 163 km ENE of Tual, Indonesia",6.6,13.00,-4.892,134.03,2012,10/12/2012 0:31,3,5,0,675,0,17.7,291,mww
463,"M 7.3 - 11 km WNW of San Agustín, Colombia",7.3,170.00,1.929,-76.362,2012,9/30/2012 16:31,7,6,0,1221,0,15.5,934,mww
464,"M 7.6 - 11 km ENE of Hojancha, Costa Rica",7.6,35.00,10.085,-85.315,2012,9/5/2012 14:42,8,7,0,1555,0,34.3,703,mww
465,"M 7.6 - 89 km E of Sulangan, Philippines",7.6,28.00,10.811,126.638,2012,8/31/2012 12:47,8,5,0,1115,0,10.2,682,mww
466,"M 7.3 - 126 km S of Puerto El Triunfo, El Salvador",7.3,28.00,12.139,-88.59,2012,8/27/2012 4:37,5,5,0,994,0,37,417,mww
467,"M 6.6 - 140 km WNW of Tobelo, Indonesia",6.6,91.10,2.19,126.837,2012,8/26/2012 15:05,4,5,0,678,0,14.6,497,mww
468,"M 7.7 - 156 km ENE of Poronaysk, Russia",7.7,583.20,49.8,145.064,2012,8/14/2012 2:59,7,4,0,941,0,13.8,862,mww
469,"M 6.5 - 105 km ESE of Kokopo, Papua New Guinea",6.5,41.00,-4.651,153.173,2012,7/28/2012 20:03,5,6,0,653,0,11.7,576,mww
470,"M 6.6 - 76 km W of Neiafu, Tonga",6.6,134.70,-18.685,-174.705,2012,4/28/2012 10:08,4,5,0,675,0,15.7,529,mww
471,"M 6.7 - 86 km SSE of Manokwari, Indonesia",6.7,16.00,-1.617,134.276,2012,4/21/2012 1:16,0,7,0,691,0,15.4,370,mww
472,"M 6.8 - 140 km N of Lae, Papua New Guinea",6.8,198.00,-5.462,147.117,2012,4/17/2012 7:13,6,5,0,732,0,12.6,597,mww
473,"M 6.7 - 22 km NW of Hacienda La Calera, Chile",6.7,29.00,-32.625,-71.365,2012,4/17/2012 3:50,0,7,0,691,0,26.9,518,mww
474,"M 7.0 - 69 km ENE of San Luis, Mexico",7.0,13.00,28.696,-113.104,2012,4/12/2012 7:15,7,7,0,1000,0,95.9,474,mww
475,"M 6.5 - 41 km NW of El Habillal, Mexico",6.5,20.00,18.229,-102.689,2012,4/11/2012 22:55,7,6,0,1171,0,54.1,599,mwb
476,M 8.2 - off the west coast of northern Sumatra,8.2,25.10,0.802,92.463,2012,4/11/2012 10:43,9,6,0,1213,0,14.9,341,mwc
477,M 8.6 - off the west coast of northern Sumatra,8.6,20.00,2.327,93.063,2012,4/11/2012 8:38,9,7,0,2048,0,16.6,499,mw
478,"M 7.1 - 23 km NE of Constitución, Chile",7.1,40.70,-35.2,-72.217,2012,3/25/2012 22:37,7,7,0,1496,0,15.2,553,mww
479,"M 6.6 - 11 km ENE of Kainantu, Papua New Guinea",6.6,118.00,-6.242,145.955,2012,3/21/2012 22:15,6,6,0,709,0,10.1,640,mww
480,"M 7.4 - 6 km E of Santiago Llano Grande, Mexico",7.4,20.00,16.493,-98.231,2012,3/20/2012 18:02,9,8,0,1752,0,37.9,672,mww
481,"M 6.7 - 38 km NE of Saryg-Sep, Russia",6.7,12.00,51.708,95.991,2012,2/26/2012 6:17,7,7,0,833,0,13.4,596,mww
482,"M 6.7 - 2 km NNE of Jimalalud, Philippines",6.7,11.00,9.999,123.206,2012,2/6/2012 3:49,9,7,0,1551,0,11.1,572,mww
483,"M 7.1 - 125 km W of Port-Vila, Vanuatu",7.1,23.00,-17.827,167.133,2012,2/2/2012 13:34,5,5,0,793,0,12,573,mww
484,M 7.2 - off the west coast of northern Sumatra,7.2,19.00,2.433,93.21,2012,1/10/2012 18:36,4,4,0,838,0,17,443,mww
485,"M 6.6 - 45 km NNE of Saryg-Sep, Russia",6.6,15.00,51.842,95.911,2011,12/27/2011 15:21,0,7,0,670,0,17.6,545,mww
486,"M 7.1 - 25 km SSE of Wau, Papua New Guinea",7.1,135.00,-7.551,146.809,2011,12/14/2011 5:04,6,6,0,834,0,10.6,485,mww
487,"M 6.5 - 6 km SSW of Nuevo Balsas, Mexico",6.5,59.00,17.986,-99.789,2011,12/11/2011 1:47,8,7,0,1400,0,38.6,578,mww
488,"M 6.9 - 39 km SW of Santiago, Peru",6.9,24.00,-14.438,-75.966,2011,10/28/2011 18:54,6,7,0,847,0,46.5,474,mww
489,"M 7.1 - 27 km NNE of Van, Turkey",7.1,18.00,38.721,43.508,2011,10/23/2011 10:41,9,9,0,1096,0,19.7,693,mww
490,"M 6.5 - 4 km ESE of Finschhafen, Papua New Guinea",6.5,37.00,-6.57,147.881,2011,10/14/2011 3:35,3,6,0,655,0,12.6,423,mww
491,"M 6.9 - 43 km NW of Mangan, India",6.9,50.00,27.73,88.155,2011,9/18/2011 12:40,8,8,0,1562,0,13,383,mww
492,"M 6.7 - 99 km NE of Miyako, Japan",6.7,30.00,40.273,142.779,2011,9/16/2011 19:26,5,5,0,712,0,10.9,667,mwc
493,"M 6.7 - 68 km WSW of Kabanjahe, Indonesia",6.7,91.00,2.965,97.893,2011,9/5/2011 17:55,5,6,0,915,0,15.3,447,mww
494,"M 7.0 - 133 km SSE of Isangel, Vanuatu",7.0,185.10,-20.671,169.716,2011,9/3/2011 22:55,7,5,0,761,0,15.3,406,mww
495,"M 7.0 - 64 km ESE of Contamana, Peru",7.0,147.00,-7.641,-74.525,2011,8/24/2011 17:46,6,6,0,913,0,26.9,471,mww
496,"M 7.1 - 64 km S of Port-Vila, Vanuatu",7.1,28.00,-18.311,168.218,2011,8/20/2011 18:19,5,6,0,787,0,12.3,564,mww
497,"M 6.5 - 65 km SSW of Port-Vila, Vanuatu",6.5,35.00,-18.308,168.156,2011,8/20/2011 17:13,0,5,0,650,0,15,322,mwc
498,"M 7.2 - 71 km SSW of Port-Vila, Vanuatu",7.2,32.00,-18.365,168.143,2011,8/20/2011 16:55,8,6,0,813,0,18.4,280,mww
499,"M 6.6 - 103 km NE of Angoram, Papua New Guinea",6.6,10.00,-3.518,144.828,2011,7/31/2011 23:38,3,6,0,674,0,16.6,229,mww
500,M 7.6 - Kermadec Islands region,7.6,17.00,-29.539,-176.34,2011,7/6/2011 19:03,3,7,0,893,0,33.5,567,mww
501,"M 6.7 - 41 km NNE of Miyako, Japan",6.7,33.00,39.955,142.205,2011,6/22/2011 21:50,6,6,0,749,0,24.9,592,mww
502,"M 6.8 - 124 km NE of Wé, New Caledonia",6.8,11.00,-20.244,168.226,2011,5/10/2011 8:55,4,5,0,734,0,12.5,519,mww
503,"M 6.8 - 79 km W of Kirakira, Solomon Islands",6.8,79.00,-10.375,161.2,2011,4/23/2011 4:16,5,6,0,719,0,13,445,mww
504,"M 6.6 - 17 km SSW of Ishikawa, Japan",6.6,11.00,37.001,140.401,2011,4/11/2011 8:16,7,7,0,822,0,10.1,586,mww
505,"M 7.1 - 29 km ESE of Ishinomaki, Japan",7.1,42.00,38.276,141.588,2011,4/7/2011 14:32,8,8,0,1114,0,17.7,446,mww
506,"M 6.6 - 7 km SW of Helio García Alfaro, Mexico",6.6,166.20,17.208,-94.338,2011,4/7/2011 13:11,7,6,0,897,0,37.2,518,mww
507,"M 6.9 - 27 km NNW of Tachilek, Myanmar",6.9,8.00,20.687,99.822,2011,3/24/2011 13:55,7,9,0,1154,0,18.2,335,mww
508,"M 6.6 - 50 km ESE of ?tsuchi, Japan",6.6,25.70,39.241,142.463,2011,3/11/2011 11:36,6,5,0,673,0,9.5,668,ms
509,"M 6.5 - 81 km NE of Hasaki, Japan",6.5,6.80,36.166,141.562,2011,3/11/2011 8:19,0,4,0,650,0,18.7,369,mb
510,"M 7.7 - 272 km ESE of Kamaishi, Japan",7.7,18.60,38.058,144.59,2011,3/11/2011 6:25,7,4,0,931,0,10.8,507,mwc
511,"M 7.9 - 47 km E of ?arai, Japan",7.9,42.60,36.281,141.111,2011,3/11/2011 6:15,8,7,0,1140,0,48.4,163,mwc
512,"M 9.1 - 2011 Great Tohoku Earthquake, Japan",9.1,29.00,38.297,142.373,2011,3/11/2011 5:46,9,8,0,2184,0,9.5,541,mww
513,"M 7.3 - 120 km SE of ?funato, Japan",7.3,32.00,38.435,142.842,2011,3/9/2011 2:45,5,5,0,972,0,17.4,550,mww
514,"M 6.7 - 38 km W of Constitución, Chile",6.7,21.00,-35.38,-72.834,2011,2/14/2011 3:40,5,6,0,731,0,33.9,358,mww
515,"M 6.9 - 21 km N of Tomé, Chile",6.9,26.00,-36.422,-72.96,2011,2/11/2011 20:05,7,7,0,988,0,34.7,382,mww
516,"M 7.2 - 46 km WSW of Dalbandin, Pakistan",7.2,68.00,28.777,63.951,2011,1/18/2011 20:23,7,7,0,1449,0,25.3,372,mww
517,"M 7.0 - 118 km NNE of Tadine, New Caledonia",7.0,9.00,-20.628,168.471,2011,1/13/2011 16:16,2,5,0,755,0,13.3,578,mww
518,"M 7.2 - 42 km NNW of Carahue, Chile",7.2,24.00,-38.355,-73.326,2011,1/2/2011 20:20,8,7,0,1054,0,30.1,397,mww
519,"M 7.3 - 141 km W of Isangel, Vanuatu",7.3,16.00,-19.702,167.947,2010,12/25/2010 13:16,0,5,0,820,0,12,409,mwc
520,"M 6.7 - 111 km SE of Bam, Iran",6.7,12.00,28.412,59.18,2010,12/20/2010 18:41,3,7,0,708,0,24.3,279,mwc
521,"M 6.6 - 52 km ENE of Kandrian, Papua New Guinea",6.6,33.00,-6.001,149.977,2010,12/2/2010 3:12,0,6,0,670,0,18.5,306,mwb
522,"M 7.8 - 215 km SW of Sungai Penuh, Indonesia",7.8,20.10,-3.487,100.082,2010,10/25/2010 14:42,4,7,0,946,0,23,379,mwc
523,"M 6.7 - 97 km SSW of El Huitusi, Mexico",6.7,13.00,24.696,-109.156,2010,10/21/2010 17:53,5,5,0,776,0,50.3,352,mwc
524,"M 7.0 - Near the south coast of Papua, Indonesia",7.0,26.00,-4.963,133.76,2010,9/29/2010 17:11,8,5,0,772,0,15.1,271,mwc
525,"M 7.0 - 19 km NE of Methven, New Zealand",7.0,12.00,-43.522,171.83,2010,9/3/2010 16:35,8,8,0,1245,0,15.8,365,mwc
526,M 7.1 - Ecuador,7.1,206.70,-1.266,-77.306,2010,8/12/2010 11:54,6,5,0,945,0,12.4,672,mwc
527,"M 7.3 - 33 km NW of Port-Vila, Vanuatu",7.3,25.00,-17.541,168.069,2010,8/10/2010 5:23,7,7,0,850,0,20.2,405,mwc
528,"M 7.0 - 72 km ESE of Kimbe, Papua New Guinea",7.0,44.00,-5.746,150.765,2010,8/4/2010 22:01,4,6,0,757,0,12.7,396,mww
529,"M 6.5 - 118 km ESE of Madang, Papua New Guinea",6.5,220.00,-5.486,146.822,2010,8/4/2010 7:15,5,4,0,659,0,11.1,403,mwc
530,"M 7.6 - 61 km W of Bantogon, Philippines",7.6,578.00,6.497,123.48,2010,7/23/2010 22:51,5,3,0,902,0,15.1,340,mwc
